run,drag_pred,drag_true,lift_pred,lift_true,body_height_mm,body_width_mm,frontal_area_m2,Cd_true_file,Cl_true_file,Cd_pred_calc,Cd_true_calc,Cl_pred_calc,Cl_true_calc,Cd_error_%,Cl_error_%
28,-0.112817496,0.013770938,-1.2933376,-0.002836146,252.99599198396797,388.5771543086172,0.09830846261661601,0.2800820788,-0.057684709,-2.295173640136484,0.28015773278245626,-26.311826379459653,-0.05769891878098879,-919.4646547790776,45513.173465882704
1,-0.094344184,0.013358993,-1.3022614,-0.005294282,253.38677354709415,369.3386773547094,0.09358553580106102,0.2854115695,-0.1131136459,-2.0162129370194912,0.28549268614324785,-27.83039897892502,-0.1131431680052416,-806.4229878808368,24503.927101358706
10,-0.07070497,0.0105806105,-0.26259127,0.008331358,288.0360721442886,302.8056112224449,0.08721893887976355,0.2425522077,0.1909898418,-1.6213214906792428,0.24262185795646965,-6.021427762655942,0.1910446998555043,-768.4422731309745,-3252.7476571038983
11,-0.09186245,0.018362053,-0.39459726,-0.0066395584,302.23446893787576,428.25651302605206,0.1294338797836153,0.2836490518,-0.1025618276,-1.4194498403906861,0.28372869654679705,-6.097279331496188,-0.10259382491044643,-600.4246731596816,5844.979213198213
12,-0.06153931,0.02144464,-0.5036879,0.02228901,299.3687374749499,344.8897795591182,0.10324921787462701,0.4152757189,0.4316263331,-1.1920537756465268,0.41539568902187135,-9.75674025175892,0.4317516482704014,-387.0511617688821,-2360.4599171891723
13,-0.07438755,0.020117704,-0.4000945,0.023397671,304.188376753507,346.4929859719439,0.10539913895928128,0.381634345,0.4438552952,-1.4115399942448874,0.38174323241429986,-7.591988017180444,0.4439822038591642,-469.86712876821593,-1810.4646715456026
14,-0.07457647,0.019764202,-0.7223735,0.026145756,272.6653306613226,337.6753507014028,0.09207236115517609,0.4291969022,0.5677721384,-1.6199534597426255,0.42931889118581396,-15.691429891377124,0.567939296265786,-477.4382926435357,-2863.6843779612145
15,-0.11494036,0.016609788,-1.4374324,-0.0053952388,264.9799599198397,437.875751503006,0.11602829908313621,0.2862238727,-0.0929725364,-1.9812470045371142,0.28630580869066796,-24.777272637084092,-0.0929986708869053,-792.2018718591373,26550.098616739568
16,-0.07660299,0.015519413,-0.70795083,-0.0016882964,278.1362725450901,377.3547094188377,0.10495603230509111,0.2956487711,-0.0321619253,-1.4597158127572285,0.29573170134494875,-13.490426694905832,-0.03217149815824556,-593.7330898843802,41845.333088954816
17,-0.077534825,0.016595192,-1.5001397,-0.009787241,267.71543086172346,439.4789579158317,0.11765529857309812,0.2820260398,-0.1663233277,-1.3179997151055352,0.2820985064211038,-25.50058889303617,-0.1663714446981626,-567.3326321357418,15231.937645591113
18,-0.10415953,0.021862308,-0.9881718,0.028115168,255.34068136272543,417.4348697394789,0.10658810406383909,0.4101060185,0.5273967257,-1.9544306733820025,0.410220412343688,-18.541877795446137,0.5275479519395694,-576.5671765877785,-3615.736236480419
19,-0.12627622,0.016954204,-1.0085387,-0.0068226485,265.1102204408818,459.5190380761523,0.1218231934811507,0.2782625355,-0.1119761417,-2.0731063829735885,0.27834115188620906,-16.557416879012415,-0.11200902398040725,-845.0181459924161,14686.557768146795
2,-0.09422801,0.017108176,-0.49193892,0.008449366,304.3186372745491,431.4629258517034,0.1313022096296802,0.2605208374,0.128657391,-1.435284452040177,0.2605923548164384,-7.493231399341199,0.12870104812143335,-650.928849440347,-5924.1748422686405
20,-0.08230738,0.01218725,-0.6202531,0.011697367,269.7995991983968,318.436873747495,0.08591414090706462,0.2836266735,0.2722245545,-1.916038014953414,0.2837076614240545,-14.438905946133888,0.2723036481887963,-775.5493026481566,-5404.04245592544
21,-0.04951259,0.0138288215,-0.36326274,0.016547294,297.28456913827654,326.85370741482967,0.09716856358006594,0.2844960572,0.3403868238,-1.0191071716152749,0.2846357091325156,-7.476960173455174,0.340589453838436,-458.2148665416636,-2296.6068163227105
22,-0.09902637,0.018422384,-0.8943762,0.00014158577,258.2064128256513,481.9639278557114,0.12444617692298424,0.2959853444,0.0022745069,-1.591473076128072,0.2960699067742519,-14.373703107866477,0.0022754539110931933,-637.6864450346994,-632048.0986347625
23,-0.105585314,0.02032036,-0.50629807,0.027044438,286.8637274549098,454.3086172344689,0.1303246633547656,0.3117494224,0.4149018511,-1.6203427851960615,0.31184212530339817,-7.769796705659185,0.41503177224990023,-619.7580713131296,-1972.6830659009286
24,-0.07018766,0.016310237,-0.43087715,-0.0009451697,301.4529058116232,365.7314629258517,0.11025081224573395,0.2957940598,-0.0171424155,-1.2732361525566147,0.2958751353894195,-7.816307947729834,-0.017145809282444944,-530.4468296008068,45496.30436988202
25,-0.087405816,0.016684158,-0.46578002,-0.00012991203,310.0501002004008,419.0380761523046,0.12992279749880523,0.2567603637,-0.0020012944,-1.3455039097476913,0.256831877410174,-7.170104538493844,-0.0019998342477376948,-624.0310032119227,358173.3524110118
26,-0.09499298,0.022894397,-0.47487274,0.023038888,284.7795591182365,390.5811623246493,0.11122953120670198,0.4115427883,0.4141400004,-1.7080532295595314,0.41166040621810207,-8.538609033917913,0.4142584752458585,-515.0366081289271,-2161.768731750335
27,-0.053650934,0.012807211,-0.34412786,0.0030162416,299.2384769539078,332.064128256513,0.09936636399050605,0.2577036971,0.0606916302,-1.0798610685830483,0.2577775916450694,-6.926445653840764,0.06070950931218911,-519.032043674568,-11512.522008414868
29,-0.11763911,0.015188145,-1.1553103,-0.005470007,270.7114228456914,425.0501002004008,0.1150659174059542,0.2639149249,-0.0950514154,-2.044725539100645,0.2639903342779775,-20.080842808110567,-0.09507605941560848,-874.7669215279931,21026.295409284947
3,-0.07280963,0.013470177,-0.28635067,0.0126188565,292.3346693386774,350.90180360721445,0.10258076272786054,0.2625544311,0.2459593718,-1.4195571969601897,0.26262579146024523,-5.582931192657787,0.24602773784158588,-640.671582274503,-2369.859103883834
30,-0.07651053,0.015022221,-0.43592793,-0.0033631893,306.79358717434866,341.6833667334669,0.10482626575796883,0.2865307144,-0.0641489547,-1.4597587626874653,0.2866117740888432,-8.31715079895157,-0.06416691991614387,-609.4597854000483,12865.372293044658
31,-0.12686759,0.016212897,-1.2882935,-0.0060491925,263.2865731462926,432.6653306613226,0.11391497222902719,0.2845681013,-0.106176378,-2.2274085226467237,0.2846490971775652,-22.618510539771243,-0.10620539831828318,-882.7330303260255,21202.770885414116
32,-0.07396604,0.013269824,-0.6574854,0.0015518888,269.2785571142285,330.06012024048096,0.08887811293930548,0.2985214404,0.034911166,-1.6644376788357584,0.2986072399863375,-14.79521511553681,0.03492173154170766,-657.5605144493195,-42479.60747440177
33,-0.07555545,0.012574652,-0.6585745,-0.000626579,281.65330661322645,309.6192384769539,0.08720528230810318,0.288309336,-0.0143666775,-1.7328181963348641,0.28839197964115887,-15.104004770564334,-0.014370207478630635,-701.0274312916679,105032.20450980635
34,-0.06312193,0.024833864,-0.5198242,0.026927102,309.65931863727457,356.1122244488978,0.11027346878124987,0.4502764032,0.4882300731,-1.1448253273906772,0.45040505707248735,-9.4279105526494,0.48836954704699553,-354.24946083221204,-2031.038473887364
35,-0.08661477,0.013922814,-0.51504534,-0.0022623814,280.3507014028056,353.3066132264529,0.09904975682828583,0.2810472342,-0.0456692077,-1.7489143390862973,0.28112767655021714,-10.399729519637095,-0.045681715381131104,-722.2848426402686,22671.86323868959
36,-0.08724425,0.011374594,-0.5953909,0.0106839,268.1062124248497,321.64328657314627,0.08623456331500676,0.2637358538,0.2477161622,-2.023417215700506,0.26380591639224,-13.808637212554622,0.24778695662834674,-867.2135534651021,-5674.378793017899
37,-0.096707925,0.018935947,-0.5338625,-0.001094836,312.00400801603206,410.6212424849699,0.1281154734318336,0.2955223843,-0.0170868628,-1.509699373689711,0.2956074936580592,-8.334083084570612,-0.01709139373523885,-610.8578753740486,48674.79957626049
38,-0.07287616,0.021942137,-0.58491176,-0.0069585037,309.78957915831666,483.96793587174346,0.1499282231798266,0.2926182604,-0.0927979396,-0.9721473176213263,0.292701888071897,-7.802557084911843,-0.09282446696715463,-432.22373623998425,8308.11457511266
39,-0.09687768,0.01656827,-0.45892516,-0.003062881,286.4729458917836,418.63727454909815,0.11992825330018754,0.2762251172,-0.0510637807,-1.6155939461155897,0.2763030319224051,-7.653328508859094,-0.05107855598185737,-684.8830701901101,14887.782737479705
4,-0.09183084,0.02139443,-0.7264283,0.006420027,313.82765531062125,425.8517034068136,0.1336440415901944,0.3200806881,0.0960488173,-1.3742601451935992,0.32017035320742243,-10.871091465903389,0.09607651674717152,-529.34803513177,-11418.298102462308
40,-0.120288886,0.015744949,-0.96722996,0.0019134814,261.7234468937876,409.4188376753507,0.10715450941964089,0.2937901651,0.0356949878,-2.245148368491371,0.29387375454894354,-18.05299590728585,0.035714435358130965,-864.2013365992594,-50675.71670408541
41,-0.105988145,0.022098567,-0.82994694,0.03360149,277.3547094188377,442.2845691382765,0.1226697081537825,0.3601308773,0.5475986441,-1.7280247356116643,0.3602937894381645,-13.531408079320661,0.5478367969682644,-579.8324288567367,-2571.044847373584
42,-0.1325223,0.014992049,-1.3609552,-0.0043235957,253.51703406813627,431.86372745490985,0.1094848113059787,0.2737872252,-0.0789571284,-2.420834422952753,0.27386536673295286,-24.86107769225669,-0.07898073985654117,-984.2028407952005,31386.805809742043
43,-0.06434698,0.013189224,-0.2639681,-0.0019033939,289.07815631262525,318.8376753507014,0.09216900735338412,0.2861137206,-0.0412908415,-1.396282369696963,0.2861965074535597,-5.727914568677581,-0.04130225451386754,-588.016571441895,13772.118757079774
44,-0.10378236,0.01351565,-0.8302103,-0.0020778487,283.60721442885773,380.16032064128257,0.10781620957345553,0.2506454681,-0.0385326866,-1.9251717419966012,0.2507164748876048,-15.400472772776807,-0.03854427285508224,-868.0855977928617,39867.295643426034
45,-0.052814342,0.012796929,-0.34207052,-0.0016269609,288.2965931863727,317.23446893787576,0.09145761663607775,0.2797673691,-0.03556829,-1.154946825482134,0.27984392051064955,-7.480416231731578,-0.03557846705045678,-512.8239934476812,20931.13821814762
46,-0.064468004,0.0129277995,-0.6884581,0.005318304,279.95991983967934,339.67935871743487,0.09509660603772675,0.271814958,0.1118210635,-1.3558423730584923,0.2718877158427984,-14.479130826748426,0.11185055327611,-598.8108024056911,-13048.482489391123
47,-0.056199696,0.015978076,-0.41048595,-0.00014780351,310.31062124248496,338.0761523046092,0.10490862084891224,0.3045251861,-0.0028133927,-1.071402817904506,0.30460939950800375,-7.825590436293609,-0.0028177571834227867,-451.8273255574594,278054.92790230137
48,-0.073577605,0.012765977,-0.37642238,-0.0007127845,281.002004008016,319.2384769539078,0.08970665178051493,0.2845335704,-0.0158870292,-1.6404046643056565,0.2846160623904343,-8.392295833780349,-0.015891452547888384,-676.5241205104761,52724.82790288035
49,-0.11874583,0.01539277,-1.0096253,-0.0022340873,258.85771543086173,407.0140280561122,0.10535872145091786,0.2921136741,-0.0423979873,-2.254124354675633,0.2921973575233795,-19.165481245334615,-0.042409157386002753,-871.6599921659171,45103.752502974625
5,-0.096350655,0.014273739,-0.6942709,-0.0018740846,267.4549098196393,363.7274549098197,0.09728069365183274,0.2933716315,-0.0385176264,-1.9808792758990523,0.2934547126295308,-14.273559818247044,-0.03852942510273091,-775.211596217016,36957.21549406545
50,-0.05757006,0.016640306,-1.2798967,0.00031724165,276.05210420841684,484.36873747494985,0.13371100919273415,0.2488291757,0.0047441219,-0.8611117416220706,0.24889956482213482,-19.144223167968576,0.004745183690038874,-446.0654238795,-403635.65046396834
6,-0.075201884,0.020173172,-0.34620836,0.027419033,288.8176352705411,345.69138276553105,0.09984176770374416,0.4039881592,0.549093518,-1.5064213250539205,0.4041028612365702,-6.93514083258798,0.5492497504923836,-472.8874945337558,-1363.0163360602594
7,-0.1007334,0.018789817,-0.51608306,-0.0032921627,307.7054108216433,435.871743486974,0.13412009389520527,0.2801140039,-0.0490784943,-1.5021373319155003,0.28019391359331175,-7.695835053668267,-0.04909275865214248,-636.2592769377427,15580.666580001962
8,-0.020771828,0.020827793,-0.47414038,0.021726282,310.8316633266533,472.3446893787575,0.14681968546311058,0.2836403334,0.2958746903,-0.2829569881515522,0.2837193518607983,-6.458812093275202,0.29595870514868894,-199.75908036764147,-2282.9552526869857
9,-0.08790084,0.019824082,-0.9013588,-0.009219622,277.74549098196394,492.7855711422845,0.13686897040574134,0.2895972155,-0.1346837645,-1.2844524180962607,0.2896797125196819,-13.171119755310004,-0.1347218726446014,-543.5306520052713,9679.29285256205
